,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_living15,sqft_lot15,grade_num,bed_bath_ratio,mean_price,id,zip_city,Waterfront
19690,675000.0,3.0,3.25,1720.0,1330.0,2.0,1030.0,1720.0,1520.0,8.0,0.9230769230769231,540296.5735055795,1806900499,1,0
19691,885000.0,3.0,2.25,2940.0,6500.0,3.0,2940.0,1680.0,6500.0,9.0,1.3333333333333333,540296.5735055795,7625703435,1,0
19693,780000.0,6.0,4.25,4310.0,10000.0,2.0,2950.0,2100.0,10000.0,8.0,1.411764705882353,540296.5735055795,3575303430,0,0
19694,839950.0,4.0,2.75,3010.0,7200.0,2.0,3010.0,3010.0,7203.0,9.0,1.4545454545454546,540296.5735055795,9492500140,0,0
19695,645000.0,3.0,2.5,2170.0,1984.0,2.5,2170.0,2150.0,1984.0,8.0,1.2,540296.5735055795,9268851670,0,0
19696,263000.0,3.0,2.5,1584.0,3200.0,2.0,1584.0,1584.0,2800.0,7.0,1.2,540296.5735055795,301400830,0,0
19697,345000.0,2.0,2.25,1110.0,1290.0,3.0,1110.0,1360.0,1251.0,8.0,0.8888888888888888,540296.5735055795,4310702918,1,0
19698,505000.0,4.0,2.5,2420.0,5006.0,2.0,2420.0,2750.0,5471.0,8.0,1.6,540296.5735055795,4305600240,0,0
19699,522500.0,2.0,2.25,1430.0,1210.0,2.0,1340.0,1430.0,1016.0,8.0,0.8888888888888888,540296.5735055795,7169500200,0,0
19700,400000.0,3.0,2.5,2393.0,4788.0,2.0,2393.0,2439.0,5477.0,8.0,1.2,540296.5735055795,3943600070,0,0
19701,543000.0,3.0,2.25,1240.0,949.0,3.0,1240.0,1310.0,1140.0,8.0,1.3333333333333333,540296.5735055795,1048000060,1,0
19702,495000.0,4.0,2.5,2980.0,12075.0,1.0,1910.0,2240.0,12075.0,8.0,1.6,540296.5735055795,3449500045,0,0
19703,549995.0,4.0,3.5,2970.0,6587.0,2.0,2260.0,2970.0,5690.0,8.0,1.1428571428571428,540296.5735055795,1438000200,0,0
19704,327555.0,3.0,2.5,2329.0,5720.0,2.0,2329.0,2197.0,5720.0,8.0,1.2,540296.5735055795,5424100030,0,0
19705,690000.0,5.0,3.25,3340.0,9075.0,2.0,2600.0,2770.0,6646.0,8.0,1.5384615384615385,540296.5735055795,7853270710,0,0
19706,673000.0,4.0,2.25,2580.0,2875.0,2.0,2580.0,1290.0,5750.0,9.0,1.7777777777777777,540296.5735055795,9161100075,0,0
19707,384435.0,3.0,2.5,2029.0,3906.0,2.0,2029.0,2029.0,3920.0,9.0,1.2,540296.5735055795,1085622860,0,0
19708,780000.0,4.0,2.75,3430.0,6500.0,2.0,3050.0,3070.0,6802.0,9.0,1.4545454545454546,540296.5735055795,9578090240,0,0
19709,1380000.0,5.0,3.75,3330.0,5042.0,2.0,2470.0,1780.0,3990.0,9.0,1.3333333333333333,540296.5735055795,4083306045,1,0
19710,950968.0,5.0,3.5,3220.0,5081.0,2.0,3220.0,2970.0,5753.0,8.0,1.4285714285714286,540296.5735055795,6666830320,0,0
19711,334950.0,2.0,2.25,1240.0,750.0,2.0,1150.0,1240.0,750.0,7.0,0.8888888888888888,540296.5735055795,8562780160,0,0
19712,489000.0,3.0,3.5,1500.0,1249.0,2.0,1240.0,1440.0,1850.0,8.0,0.8571428571428571,540296.5735055795,2767704603,1,0
19713,600000.0,3.0,3.0,3530.0,8345.0,2.0,3530.0,1940.0,9600.0,10.0,1.0,540296.5735055795,5631500292,0,0
19714,282000.0,3.0,2.25,1260.0,915.0,2.0,1020.0,1260.0,1056.0,8.0,1.3333333333333333,540296.5735055795,2424039036,1,0
19716,220000.0,2.0,1.5,1030.0,2850.0,2.0,1030.0,1030.0,3000.0,7.0,1.3333333333333333,540296.5735055795,6661200260,0,0
19717,489000.0,3.0,2.5,3080.0,5598.0,2.0,3080.0,3080.0,5303.0,8.0,1.2,540296.5735055795,7238000240,0,0
19718,250000.0,3.0,1.5,1072.0,4339.0,2.0,1072.0,1443.0,4341.0,7.0,2.0,540296.5735055795,4051150070,0,0
19719,484259.0,4.0,2.75,2790.0,5000.0,2.0,2790.0,2620.0,5527.0,8.0,1.4545454545454546,540296.5735055795,1442880320,0,0
19721,450000.0,3.0,2.5,1800.0,4357.0,2.0,1800.0,1800.0,3663.0,8.0,1.2,540296.5735055795,3862710030,0,0
19722,299000.0,2.0,1.5,830.0,1276.0,2.0,830.0,1540.0,1484.0,7.0,1.3333333333333333,540296.5735055795,9828201361,1,0
19723,450000.0,3.0,2.5,2280.0,4557.0,2.0,2280.0,2070.0,4610.0,8.0,1.2,540296.5735055795,4019500030,0,0
19724,585000.0,4.0,3.0,2110.0,1286.0,2.0,1710.0,2000.0,1286.0,9.0,1.3333333333333333,540296.5735055795,3630240140,0,0
19725,660000.0,3.0,2.25,1570.0,1680.0,3.0,1570.0,1290.0,1870.0,8.0,1.3333333333333333,540296.5735055795,5695000270,1,0
19726,301500.0,2.0,1.5,830.0,1333.0,2.0,830.0,1120.0,4822.0,7.0,1.3333333333333333,540296.5735055795,2349300069,1,0
19728,759990.0,4.0,2.5,2540.0,5760.0,2.0,2540.0,2580.0,3600.0,9.0,1.6,540296.5735055795,3630200640,0,0
19729,355000.0,4.0,2.75,2050.0,4000.0,2.0,2050.0,2050.0,4000.0,8.0,1.4545454545454546,540296.5735055795,7967000160,0,0
19730,889950.0,4.0,2.75,3080.0,7242.0,2.0,3080.0,3010.0,7205.0,9.0,1.4545454545454546,540296.5735055795,9492500160,0,0
19731,629800.0,3.0,2.5,2390.0,1984.0,2.0,2220.0,2150.0,1984.0,8.0,1.2,540296.5735055795,9268851740,0,0
19732,745000.0,4.0,2.5,3170.0,5100.0,2.0,3170.0,1580.0,5100.0,9.0,1.6,540296.5735055795,3342100421,0,0
19733,379900.0,2.0,1.5,1240.0,1331.0,2.0,1050.0,1250.0,1431.0,7.0,1.3333333333333333,540296.5735055795,6362900138,1,0
19734,335000.0,3.0,2.5,1090.0,1139.0,2.0,960.0,1400.0,1348.0,8.0,1.2,540296.5735055795,9358001422,1,0
19736,569950.0,4.0,2.5,3230.0,5899.0,2.0,3230.0,2720.0,5899.0,8.0,1.6,540296.5735055795,7853361420,0,0
19737,723000.0,4.0,3.5,3510.0,9263.0,2.0,3510.0,3690.0,10417.0,10.0,1.1428571428571428,540296.5735055795,7852120030,0,0
19738,282000.0,4.0,2.5,1785.0,2552.0,2.0,1785.0,1691.0,2700.0,8.0,1.6,540296.5735055795,731500320,0,0
19739,569900.0,5.0,3.25,2360.0,3873.0,2.0,1990.0,1720.0,3071.0,8.0,1.5384615384615385,540296.5735055795,6056100102,1,0
19740,385000.0,4.0,2.0,2340.0,9716.0,1.0,2340.0,1180.0,13500.0,7.0,2.0,540296.5735055795,1823049179,1,0
19741,420000.0,3.0,2.25,1620.0,1075.0,3.0,1540.0,1620.0,1237.0,8.0,1.3333333333333333,540296.5735055795,9268850030,0,0
19743,1210000.0,4.0,3.5,3590.0,5335.0,2.0,3140.0,2100.0,6250.0,9.0,1.1428571428571428,540296.5735055795,8924100370,0,0
19744,292000.0,4.0,3.0,1984.0,4460.0,2.0,1984.0,2095.0,3402.0,7.0,1.3333333333333333,540296.5735055795,8669150700,0,0
19745,645000.0,3.0,2.25,1640.0,1023.0,3.0,1640.0,1720.0,1960.0,8.0,1.3333333333333333,540296.5735055795,889000024,1,0
19746,304500.0,4.0,2.0,1350.0,942.0,3.0,1350.0,1390.0,942.0,7.0,2.0,540296.5735055795,9268850350,0,0
19747,489500.0,4.0,3.5,2730.0,5707.0,2.0,2000.0,2430.0,5899.0,8.0,1.1428571428571428,540296.5735055795,2619950310,0,0
19749,390000.0,2.0,1.0,962.0,1992.0,2.0,962.0,1130.0,1992.0,7.0,2.0,540296.5735055795,5100400251,0,0
19750,815000.0,4.0,3.5,3040.0,4006.0,2.0,2350.0,2050.0,4000.0,8.0,1.1428571428571428,540296.5735055795,2597490030,0,0
19751,719000.0,3.0,3.5,2540.0,10578.0,2.0,2010.0,3240.0,9831.0,9.0,0.8571428571428571,540296.5735055795,3655500030,0,0
19752,331210.0,4.0,2.5,2240.0,4800.0,2.0,2240.0,2240.0,5040.0,8.0,1.6,540296.5735055795,3751600784,0,0
19753,245000.0,3.0,1.5,1260.0,1270.0,2.0,1040.0,1260.0,1472.0,7.0,2.0,540296.5735055795,6781200013,1,0
19754,465000.0,5.0,4.0,3210.0,7200.0,2.0,2410.0,2750.0,7200.0,8.0,1.25,540296.5735055795,2619950060,0,0
19755,580000.0,3.0,2.5,1620.0,1171.0,3.0,1470.0,1620.0,1505.0,8.0,1.2,540296.5735055795,9523100731,1,0
19756,540000.0,3.0,2.0,1580.0,1972.0,2.5,1180.0,1500.0,1908.0,8.0,1.5,540296.5735055795,9272201318,0,0
19757,399000.0,3.0,2.5,1430.0,1250.0,3.0,1430.0,1360.0,1269.0,7.0,1.2,540296.5735055795,5676000004,1,0
19758,328000.0,4.0,2.5,1850.0,5388.0,2.0,1850.0,2140.0,5086.0,8.0,1.6,540296.5735055795,8091670070,0,0
19759,701000.0,4.0,2.5,3340.0,5314.0,2.0,3340.0,3220.0,5500.0,10.0,1.6,540296.5735055795,7853380570,0,0
19760,408000.0,3.0,2.75,2670.0,4800.0,2.0,2670.0,2340.0,5000.0,8.0,1.0909090909090908,540296.5735055795,8091670200,0,0
19762,445000.0,3.0,2.5,1550.0,930.0,2.0,1060.0,1550.0,1301.0,8.0,1.2,540296.5735055795,1498300875,1,0
19763,672500.0,4.0,2.5,3470.0,6651.0,2.0,3470.0,2730.0,6179.0,9.0,1.6,540296.5735055795,7853270200,0,0
19764,538000.0,3.0,2.5,3010.0,7014.0,2.0,3010.0,3030.0,6180.0,8.0,1.2,540296.5735055795,9211010320,0,0
19765,450000.0,5.0,3.5,3931.0,9497.0,2.0,2650.0,3510.0,9497.0,10.0,1.4285714285714286,540296.5735055795,2867300160,0,0
19766,362500.0,3.0,2.5,1800.0,2700.0,2.0,1800.0,1380.0,1200.0,8.0,1.2,540296.5735055795,3278605570,1,0
19767,414950.0,3.0,2.5,1570.0,1551.0,3.0,1570.0,1570.0,1705.0,8.0,1.2,540296.5735055795,4310702858,1,0
19768,679950.0,3.0,2.5,2230.0,3939.0,2.0,2230.0,2230.0,4200.0,8.0,1.2,540296.5735055795,2838000030,1,0
19769,290000.0,4.0,2.5,2423.0,7292.0,2.0,2423.0,2495.0,7489.0,8.0,1.6,540296.5735055795,1673000240,0,0
19770,230000.0,3.0,2.0,1160.0,1174.0,2.0,790.0,1160.0,994.0,7.0,1.5,540296.5735055795,7899800791,1,0
19771,439950.0,2.0,2.0,1440.0,4666.0,1.0,1440.0,1510.0,4595.0,8.0,1.0,540296.5735055795,8682320160,0,0
19772,349900.0,4.0,2.5,2052.0,3723.0,2.0,2052.0,2052.0,5250.0,8.0,1.6,540296.5735055795,8155870200,0,0
19773,550000.0,5.0,2.5,2780.0,9272.0,2.0,2780.0,1150.0,8460.0,8.0,2.0,540296.5735055795,2858600083,1,0
19774,1050000.0,4.0,4.25,3720.0,5750.0,2.0,2960.0,2550.0,5750.0,9.0,0.9411764705882353,540296.5735055795,2391601195,0,0
19775,655000.0,2.0,2.25,1460.0,1851.0,2.0,1180.0,1800.0,4269.0,9.0,0.8888888888888888,540296.5735055795,976000903,1,0
19776,385000.0,3.0,3.5,1370.0,1540.0,2.0,1100.0,1370.0,915.0,8.0,0.8571428571428571,540296.5735055795,7904700128,0,0
19778,523950.0,3.0,2.25,1420.0,1282.0,3.0,1420.0,1530.0,1280.0,8.0,1.3333333333333333,540296.5735055795,1972201963,1,0
19779,369000.0,2.0,2.5,980.0,895.0,2.0,670.0,980.0,899.0,8.0,0.8,540296.5735055795,9272201704,0,0
19780,509900.0,3.0,2.5,1790.0,2700.0,2.0,1790.0,1890.0,3078.0,8.0,1.2,540296.5735055795,8648900060,0,0
19781,282000.0,3.0,2.5,2010.0,5399.0,2.0,2010.0,2280.0,5141.0,7.0,1.2,540296.5735055795,3832050890,0,0
19782,387865.0,3.0,2.5,2370.0,4200.0,2.0,2370.0,2370.0,4200.0,8.0,1.2,540296.5735055795,255450340,0,0
19783,385000.0,4.0,2.5,2560.0,6238.0,2.0,2560.0,2560.0,6240.0,8.0,1.6,540296.5735055795,2172000890,1,0
19784,536000.0,3.0,2.5,1900.0,6224.0,2.0,1900.0,2260.0,5450.0,7.0,1.2,540296.5735055795,6127010320,0,0
19785,395000.0,2.0,2.25,1350.0,1493.0,2.0,1050.0,1250.0,1202.0,8.0,0.8888888888888888,540296.5735055795,2810100023,1,0
19786,545000.0,4.0,2.75,2650.0,6717.0,2.0,2650.0,2740.0,7923.0,10.0,1.4545454545454546,540296.5735055795,8011100125,0,0
19787,715000.0,4.0,2.5,3020.0,7035.0,2.0,3020.0,3020.0,6771.0,9.0,1.6,540296.5735055795,7852090390,0,0
19788,348000.0,3.0,2.5,1500.0,2255.0,2.0,1500.0,1440.0,2040.0,7.0,1.2,540296.5735055795,3630080070,0,0
19789,455000.0,3.0,1.75,1320.0,1014.0,3.0,1320.0,1380.0,1495.0,9.0,1.7142857142857142,540296.5735055795,9126100765,1,0
19790,575000.0,4.0,2.75,3120.0,7644.0,2.0,3120.0,2980.0,6050.0,10.0,1.4545454545454546,540296.5735055795,7853380510,0,0
19791,449950.0,3.0,2.25,1540.0,1270.0,3.0,1540.0,1230.0,1454.0,7.0,1.3333333333333333,540296.5735055795,993000136,1,0
19792,364000.0,3.0,2.5,1800.0,2790.0,2.0,1800.0,1580.0,2036.0,8.0,1.2,540296.5735055795,3278604510,1,0
19793,932990.0,4.0,2.5,3640.0,6389.0,2.0,3640.0,3570.0,6303.0,9.0,1.6,540296.5735055795,2937300060,0,0
19794,710000.0,3.0,2.5,2440.0,4153.0,2.0,2440.0,2030.0,4143.0,9.0,1.2,540296.5735055795,9510860060,0,0
19796,326989.0,3.0,2.5,2060.0,4200.0,2.0,2060.0,2370.0,4200.0,8.0,1.2,540296.5735055795,255450400,0,0
19797,335606.0,3.0,2.5,2538.0,4600.0,2.0,2538.0,2570.0,4800.0,8.0,1.2,540296.5735055795,3845100140,0,0
19799,299950.0,3.0,2.5,1320.0,3150.0,2.0,1320.0,1390.0,1725.0,7.0,1.2,540296.5735055795,3395071610,1,0
19801,395825.0,2.0,2.5,1590.0,1679.0,2.0,1590.0,1590.0,1680.0,8.0,0.8,540296.5735055795,8138870060,0,0
19802,419354.0,5.0,2.75,2710.0,4500.0,2.0,2710.0,2710.0,4626.0,8.0,1.8181818181818181,540296.5735055795,7237450030,0,0
19803,920000.0,4.0,2.75,3140.0,7258.0,2.0,3140.0,2990.0,13600.0,10.0,1.4545454545454546,540296.5735055795,3767300041,0,0
19804,366000.0,3.0,2.25,1445.0,1028.0,2.0,1300.0,1445.0,1377.0,7.0,1.3333333333333333,540296.5735055795,291310370,0,0
19805,480000.0,4.0,2.5,2430.0,5000.0,2.0,2430.0,2430.0,5441.0,7.0,1.6,540296.5735055795,7853361230,0,0
19806,388000.0,3.0,3.25,1370.0,915.0,2.0,1100.0,1370.0,1146.0,8.0,0.9230769230769231,540296.5735055795,7904700126,0,0
19808,730000.0,3.0,2.5,1860.0,1290.0,2.0,1240.0,1710.0,1525.0,9.0,1.2,540296.5735055795,9828702851,1,0
19810,358990.0,3.0,3.25,1710.0,2171.0,2.0,1400.0,1380.0,1300.0,7.0,0.9230769230769231,540296.5735055795,3278613210,1,0
19811,398651.0,4.0,2.5,2650.0,4120.0,2.0,2650.0,2030.0,3768.0,8.0,1.6,540296.5735055795,7694200340,1,0
19812,530000.0,4.0,2.5,2590.0,7891.0,2.0,2590.0,1400.0,7891.0,9.0,1.6,540296.5735055795,1839500055,0,0
19813,610360.0,4.0,2.5,2610.0,5562.0,2.0,2610.0,2720.0,7400.0,9.0,1.6,540296.5735055795,3448900320,0,0
19814,436110.0,3.0,2.5,1770.0,1235.0,3.0,1600.0,1680.0,1203.0,8.0,1.2,540296.5735055795,9267200226,1,0
19815,925000.0,4.0,2.75,3730.0,8014.0,2.0,3730.0,3670.0,8279.0,10.0,1.4545454545454546,540296.5735055795,2895730070,0,0
19816,449950.0,4.0,2.5,2420.0,5244.0,2.0,2420.0,1400.0,5250.0,9.0,1.6,540296.5735055795,2970800105,0,0
19817,760000.0,4.0,2.5,3330.0,7399.0,2.0,3330.0,2640.0,8601.0,9.0,1.6,540296.5735055795,325059277,0,0
19818,293000.0,3.0,2.25,1910.0,3481.0,2.0,1910.0,1714.0,3177.0,8.0,1.3333333333333333,540296.5735055795,6817750140,0,0
19819,695000.0,2.0,2.5,2170.0,7665.0,1.0,2170.0,2300.0,7100.0,8.0,0.8,540296.5735055795,8682320640,0,0
19820,285000.0,3.0,2.5,2437.0,5136.0,2.0,2437.0,2437.0,4614.0,7.0,1.2,540296.5735055795,8669180390,0,0
19822,379900.0,3.0,2.5,1800.0,2791.0,2.0,1800.0,1580.0,2617.0,8.0,1.2,540296.5735055795,3278611600,1,0
19823,472000.0,5.0,2.5,2570.0,7412.0,2.0,2570.0,2890.0,8056.0,8.0,2.0,540296.5735055795,7787920160,0,0
19824,300000.0,4.0,2.5,2090.0,5195.0,2.0,2090.0,2090.0,5236.0,7.0,1.6,540296.5735055795,2517101200,0,0
19825,272000.0,4.0,2.5,2789.0,3960.0,2.0,2789.0,2547.0,3960.0,7.0,1.6,540296.5735055795,6181420200,0,0
19826,418395.0,4.0,2.5,2906.0,5893.0,2.0,2906.0,2680.0,4950.0,9.0,1.6,540296.5735055795,3845100550,0,0
19827,465000.0,5.0,2.5,2550.0,6405.0,2.0,2550.0,2190.0,5900.0,7.0,2.0,540296.5735055795,7853321180,0,0
19828,659950.0,4.0,2.75,3550.0,9400.0,2.0,3550.0,3550.0,9421.0,9.0,1.4545454545454546,540296.5735055795,7502800030,0,0
19829,484950.0,3.0,2.25,1590.0,926.0,3.0,1590.0,1640.0,1321.0,8.0,1.3333333333333333,540296.5735055795,3869900139,1,0
19830,359000.0,3.0,2.25,1950.0,1968.0,2.0,1160.0,1950.0,1968.0,7.0,1.3333333333333333,540296.5735055795,1332700200,0,0
19831,519000.0,4.0,2.5,3250.0,4500.0,2.0,3250.0,3030.0,4518.0,8.0,1.6,540296.5735055795,9211010260,0,0
19833,535000.0,4.0,2.75,3070.0,7201.0,2.0,3070.0,2880.0,8364.0,9.0,1.4545454545454546,540296.5735055795,7708210070,0,0
19834,622950.0,4.0,3.25,3030.0,7644.0,2.0,2830.0,3400.0,6908.0,8.0,1.2307692307692308,540296.5735055795,7853270520,0,0
19835,515000.0,3.0,2.5,2610.0,5845.0,2.0,2610.0,2810.0,5000.0,8.0,1.2,540296.5735055795,5126300060,0,0
19836,330000.0,4.0,3.5,3150.0,6202.0,2.0,3150.0,2950.0,5940.0,7.0,1.1428571428571428,540296.5735055795,2517000260,0,0
19837,318000.0,3.0,1.5,1240.0,983.0,3.0,1240.0,1240.0,1026.0,8.0,2.0,540296.5735055795,832700270,1,0
19838,439000.0,3.0,2.5,1680.0,2801.0,2.0,1680.0,1920.0,2723.0,7.0,1.2,540296.5735055795,3022800260,0,0
19839,540000.0,3.0,2.5,2220.0,5279.0,2.0,2220.0,1610.0,5297.0,8.0,1.2,540296.5735055795,254000241,1,0
19841,435000.0,4.0,2.5,3100.0,4699.0,2.0,3100.0,2450.0,5130.0,9.0,1.6,540296.5735055795,662440030,0,0
19843,1100000.0,4.0,2.75,3590.0,5625.0,2.0,3590.0,3590.0,5625.0,10.0,1.4545454545454546,540296.5735055795,8895800200,0,0
19844,293467.0,4.0,2.0,1590.0,942.0,3.0,1590.0,1390.0,942.0,7.0,2.0,540296.5735055795,9268850160,0,0
19845,328000.0,3.0,2.5,2242.0,4800.0,2.0,2242.0,2009.0,4800.0,8.0,1.2,540296.5735055795,7299600700,0,0
19846,550000.0,3.0,3.5,2490.0,3582.0,2.0,1720.0,1445.0,1590.0,8.0,0.8571428571428571,540296.5735055795,291310340,0,0
19847,649000.0,3.0,2.0,1530.0,1442.0,3.0,1530.0,1620.0,1456.0,9.0,1.5,540296.5735055795,2768100510,1,0
19848,435000.0,4.0,2.5,2150.0,3143.0,2.0,2150.0,2640.0,3200.0,7.0,1.6,540296.5735055795,1776230060,0,0
19849,625000.0,3.0,2.5,2440.0,4800.0,2.0,2440.0,1180.0,5480.0,10.0,1.2,540296.5735055795,1772600510,1,0
19850,415000.0,3.0,1.5,1270.0,1483.0,3.0,1270.0,1270.0,1413.0,8.0,2.0,540296.5735055795,8024200677,0,0
19851,400000.0,3.0,2.25,1450.0,4706.0,2.0,1450.0,1490.0,4667.0,7.0,1.3333333333333333,540296.5735055795,982850060,0,0
19852,979000.0,3.0,2.5,2690.0,4047.0,3.0,2690.0,2040.0,5000.0,10.0,1.2,540296.5735055795,7518506715,1,0
19853,625250.0,4.0,2.5,2755.0,4831.0,2.0,2755.0,2510.0,4831.0,7.0,1.6,540296.5735055795,7202280390,0,0
19854,665000.0,4.0,3.5,2650.0,3474.0,2.0,2230.0,2330.0,3474.0,8.0,1.1428571428571428,540296.5735055795,710600160,0,0
19855,589500.0,3.0,3.25,2310.0,3075.0,2.0,1730.0,2310.0,3075.0,8.0,0.9230769230769231,540296.5735055795,952005525,0,0
19856,437000.0,2.0,3.0,1460.0,1452.0,2.0,1140.0,1460.0,1452.0,8.0,0.6666666666666666,540296.5735055795,2487700274,1,0
19857,320000.0,3.0,1.0,1400.0,9000.0,1.0,1400.0,1440.0,8400.0,7.0,3.0,540296.5735055795,3449000060,0,0
19858,333500.0,3.0,2.5,2196.0,7475.0,2.0,2196.0,1860.0,6755.0,8.0,1.2,540296.5735055795,7830800473,0,0
19859,430000.0,3.0,2.25,2020.0,2750.0,2.0,1680.0,1720.0,1546.0,8.0,1.3333333333333333,540296.5735055795,6056100370,1,0
19861,427874.0,3.0,3.0,2340.0,5002.0,2.0,2340.0,2790.0,5375.0,8.0,1.0,540296.5735055795,1442880340,0,0
19862,334990.0,4.0,2.5,2220.0,4228.0,2.0,2220.0,2220.0,4157.0,8.0,1.6,540296.5735055795,7694200070,1,0
19864,210000.0,3.0,2.0,1580.0,4961.0,2.0,1580.0,2280.0,5000.0,7.0,1.5,540296.5735055795,3832050860,0,0
19865,952990.0,4.0,2.75,3550.0,6558.0,2.0,3550.0,3140.0,5617.0,9.0,1.4545454545454546,540296.5735055795,2526059225,0,0
19866,622500.0,2.0,1.75,1510.0,851.0,3.0,1420.0,1300.0,1338.0,8.0,1.1428571428571428,540296.5735055795,1972200139,1,0
19867,515000.0,3.0,3.5,1360.0,1419.0,2.0,1040.0,1560.0,1977.0,8.0,0.8571428571428571,540296.5735055795,2768100186,1,0
19868,350000.0,3.0,2.5,2040.0,13590.0,2.0,2040.0,1850.0,12485.0,8.0,1.2,540296.5735055795,6791400070,0,0
19869,310000.0,1.0,1.5,1120.0,912.0,3.0,1120.0,1380.0,3200.0,7.0,0.6666666666666666,540296.5735055795,424049284,1,0
19871,907687.0,4.0,2.5,3560.0,6786.0,2.0,2930.0,3560.0,5886.0,9.0,1.6,540296.5735055795,7768800270,0,0
19872,741500.0,2.0,2.5,2150.0,5760.0,1.0,2150.0,1640.0,4680.0,8.0,0.8,540296.5735055795,8682320350,0,0
19873,395000.0,3.0,2.5,2130.0,5088.0,2.0,1840.0,2130.0,5762.0,8.0,1.2,540296.5735055795,1776460140,0,0
19874,559950.0,5.0,2.75,2990.0,6370.0,2.0,2990.0,2730.0,5740.0,8.0,1.8181818181818181,540296.5735055795,5045700400,0,0
19875,215000.0,4.0,2.5,1847.0,8000.0,2.0,1847.0,1847.0,8000.0,7.0,1.6,540296.5735055795,3356402702,0,0
19876,390000.0,4.0,2.5,2610.0,7227.0,2.0,2610.0,2630.0,7421.0,9.0,1.6,540296.5735055795,2140950160,0,0
19879,1330000.0,4.0,3.5,3440.0,9776.0,2.0,3440.0,2400.0,11000.0,10.0,1.1428571428571428,540296.5735055795,2579500181,0,0
19880,695000.0,4.0,3.5,3510.0,9364.0,2.0,3510.0,3510.0,9161.0,10.0,1.1428571428571428,540296.5735055795,7852120140,0,0
19881,545000.0,3.0,2.5,1740.0,1279.0,3.0,1740.0,1740.0,1280.0,8.0,1.2,540296.5735055795,9274200324,0,0
19882,389950.0,4.0,2.5,2240.0,5500.0,2.0,2240.0,700.0,5500.0,8.0,1.6,540296.5735055795,422000075,0,0
19883,380000.0,3.0,2.25,1550.0,1485.0,3.0,1550.0,1550.0,1480.0,8.0,1.3333333333333333,540296.5735055795,263000253,1,0
19884,288790.0,4.0,2.0,1390.0,745.0,3.0,1390.0,1390.0,942.0,7.0,2.0,540296.5735055795,9268850140,0,0
19885,432500.0,3.0,3.0,2500.0,6000.0,2.0,2500.0,2130.0,6000.0,8.0,1.0,540296.5735055795,9306500200,0,0
19886,615000.0,3.0,3.5,2710.0,3326.0,2.0,1650.0,2280.0,2738.0,8.0,0.8571428571428571,540296.5735055795,8562770350,0,0
19887,500000.0,3.0,2.5,1720.0,3012.0,2.0,1720.0,1720.0,7658.0,9.0,1.2,540296.5735055795,2026049326,1,0
19888,615000.0,3.0,2.25,1760.0,1146.0,3.0,1760.0,1346.0,3472.0,9.0,1.3333333333333333,540296.5735055795,9126101090,1,0
19889,500000.0,4.0,2.25,2270.0,8196.0,1.0,1150.0,1920.0,10122.0,7.0,1.7777777777777777,540296.5735055795,2888000030,0,0
19890,622000.0,3.0,3.5,1690.0,1765.0,2.0,1370.0,1690.0,1694.0,8.0,0.8571428571428571,540296.5735055795,8032700075,1,0
19892,1260000.0,4.0,2.5,2880.0,9003.0,2.0,2880.0,2640.0,8126.0,10.0,1.6,540296.5735055795,1245003330,0,0
19893,598950.0,3.0,2.5,1480.0,1531.0,3.0,1480.0,1530.0,1321.0,8.0,1.2,540296.5735055795,1176001124,1,0
19894,430000.0,3.0,2.5,1950.0,4949.0,2.0,1950.0,2200.0,5740.0,7.0,1.2,540296.5735055795,7853360990,0,0
19895,515000.0,4.0,2.75,2700.0,5150.0,2.0,2700.0,2700.0,5747.0,9.0,1.4545454545454546,540296.5735055795,7853320030,0,0
19896,1260000.0,2.0,3.0,2210.0,3917.0,2.0,1500.0,1720.0,3933.0,10.0,0.6666666666666666,540296.5735055795,7576200012,1,0
19897,400000.0,4.0,3.5,2370.0,3692.0,2.5,2370.0,2520.0,5425.0,8.0,1.1428571428571428,540296.5735055795,7207900030,0,0
19898,390000.0,3.0,2.5,1310.0,1254.0,2.0,850.0,1310.0,1372.0,7.0,1.2,540296.5735055795,952006827,0,0
19899,450000.0,3.0,2.5,2410.0,4293.0,2.0,2410.0,2190.0,5900.0,7.0,1.2,540296.5735055795,7853321090,0,0
19900,804995.0,5.0,1.5,3360.0,5402.0,2.0,3360.0,3360.0,5415.0,9.0,3.3333333333333335,540296.5735055795,1042700060,0,0
19901,825000.0,4.0,3.25,3040.0,4155.0,2.0,2350.0,2680.0,4000.0,8.0,1.2307692307692308,540296.5735055795,2597490140,0,0
19902,435000.0,4.0,2.25,2140.0,6355.0,2.0,2140.0,2480.0,5746.0,7.0,1.7777777777777777,540296.5735055795,7852130800,0,0
19903,398000.0,3.0,2.5,1720.0,1715.0,2.0,1240.0,1610.0,1626.0,7.0,1.2,540296.5735055795,7625702967,1,0
19904,411605.0,4.0,2.5,2658.0,3960.0,2.0,2658.0,2578.0,4200.0,9.0,1.6,540296.5735055795,3845100640,0,0
19905,315000.0,3.0,3.25,1480.0,983.0,2.0,1180.0,1330.0,1062.0,8.0,0.9230769230769231,540296.5735055795,1773100922,1,0
19906,455000.0,2.0,2.0,1350.0,1209.0,3.0,1350.0,1310.0,982.0,8.0,1.0,540296.5735055795,2770602493,1,0
